Date,Open,High,Low,Close,Volume,Adj. Close,Adj. Volume
2000-10-18,20.0,21.75,19.75,21.5,13945600.0,9.016463042657,27891200.0
2000-10-19,22.0,24.0,21.62,24.0,1975100.0,10.06488897785,3950200.0
2000-10-20,23.62,23.62,22.0,23.12,1228100.0,9.6958430486618,2456200.0
2000-10-23,23.12,23.12,21.62,22.0,987300.0,9.2261482296955,1974600.0
2000-10-24,22.0,22.25,21.0,22.12,687700.0,9.2764726745848,1375400.0
2000-10-25,22.12,23.25,22.12,22.94,534300.0,9.620356381328,1068600.0
2000-10-26,22.94,23.5,21.81,23.44,383400.0,9.8300415683665,766800.0
2000-10-27,23.44,24.0,23.31,23.94,352100.0,10.039726755405,704200.0
2000-10-30,23.69,25.31,23.62,24.62,375100.0,10.324898609777,750200.0
2000-10-31,24.38,26.0,22.88,25.5,1147700.0,10.693944538965,2295400.0
2000-11-01,25.25,25.25,23.62,23.75,306000.0,9.9600463843304,612000.0
2000-11-02,23.62,23.62,22.62,23.06,320300.0,9.6706808262172,640600.0
2000-11-03,23.25,23.25,22.56,22.94,218600.0,9.620356381328,437200.0
2000-11-06,23.12,24.0,23.12,23.31,200100.0,9.7755234197365,400200.0
2000-11-07,23.19,23.25,22.38,23.25,128000.0,9.7503611972919,256000.0
2000-11-08,23.25,23.25,22.88,23.06,104900.0,9.6706808262172,209800.0
2000-11-09,22.94,23.38,22.88,23.0,151100.0,9.645518603772599,302200.0
2000-11-10,22.81,22.81,22.25,22.5,155600.0,9.4358334167341,311200.0
2000-11-13,22.38,22.94,22.19,22.56,170500.0,9.4609956391787,341000.0
2000-11-14,23.12,23.44,22.81,23.44,222100.0,9.8300415683665,444200.0
2000-11-15,24.25,24.44,24.0,24.38,396300.0,10.224249719999,792600.0
2000-11-16,24.12,24.25,23.75,23.81,228700.0,9.985208606775,457400.0
2000-11-17,23.69,24.25,23.62,24.12,323600.0,10.115213422739,647200.0
2000-11-20,24.0,24.12,23.19,23.31,315800.0,9.7755234197365,631600.0
2000-11-21,23.56,23.56,23.06,23.12,145900.0,9.6958430486618,291800.0
2000-11-22,22.88,23.0,22.5,22.81,166200.0,9.565838232697901,332400.0
2000-11-24,23.0,23.69,23.0,23.44,29800.0,9.8300415683665,59600.0
2000-11-27,23.56,23.62,23.19,23.56,141200.0,9.8803660132557,282400.0
2000-11-28,23.5,24.0,23.5,23.88,231000.0,10.01456453296,462000.0
2000-11-29,23.88,25.0,23.88,25.0,138900.0,10.484259351927001,277800.0
2000-11-30,24.75,25.12,24.25,25.06,639900.0,10.509421574371,1279800.0
